	Protien	Hits
776	LOC_Os02g34800.1	2878
777	LOC_Os03g58110.1	2878
778	LOC_Os11g47240.1	2878
779	LOC_Os04g52290.1	2874
780	LOC_Os06g29800.1	2874
781	LOC_Os04g47860.4	2870
782	LOC_Os09g15700.1	2870
783	LOC_Os08g17080.1	2870
784	LOC_Os04g47860.2	2870
785	LOC_Os08g21660.1	2866
786	LOC_Os12g02280.1	2860
787	LOC_Os03g17510.1	2860
788	LOC_Os06g02200.1	2858
789	LOC_Os07g46820.2	2858
790	LOC_Os01g07340.1	2854
791	LOC_Os01g13800.1	2854
792	LOC_Os10g41740.1	2852
793	LOC_Os04g58700.2	2850
794	LOC_Os11g08020.1	2848
795	LOC_Os09g34870.1	2846
796	LOC_Os08g06480.1	2842
797	LOC_Os04g54020.1	2840
798	LOC_Os02g13460.1	2838
799	LOC_Os11g40510.1	2838
800	LOC_Os12g42520.1	2836
801	LOC_Os08g34650.1	2834
802	LOC_Os08g34650.2	2834
803	LOC_Os10g13970.1	2832
804	LOC_Os11g40510.2	2832
805	LOC_Os11g12620.1	2828
806	LOC_Os05g44970.1	2826
807	LOC_Os03g27970.1	2824
808	LOC_Os05g18090.1	2822
809	LOC_Os01g72700.1	2822
810	LOC_Os04g53630.1	2820
811	LOC_Os07g46820.1	2818
812	LOC_Os03g07234.1	2818
813	LOC_Os03g20450.1	2816
814	LOC_Os05g40050.2	2814
815	LOC_Os01g09252.1	2814
816	LOC_Os01g33950.1	2812
817	LOC_Os01g05980.1	2812
818	LOC_Os11g10550.1	2812
819	LOC_Os05g40050.1	2812
820	LOC_Os09g12240.1	2812
821	LOC_Os01g20880.1	2810
822	LOC_Os04g58980.1	2810
823	LOC_Os11g19480.1	2810
824	LOC_Os04g52640.2	2809
825	LOC_Os03g27880.1	2808
826	LOC_Os06g02400.1	2806
827	LOC_Os01g15530.1	2806
828	LOC_Os04g35650.1	2802
829	LOC_Os03g56270.2	2798
830	LOC_Os03g56270.1	2798
831	LOC_Os06g50340.1	2798
832	LOC_Os09g25540.1	2796
833	LOC_Os07g34820.1	2796
834	LOC_Os04g35610.1	2796
835	LOC_Os03g21730.1	2794
836	LOC_Os08g10320.2	2794
837	LOC_Os01g66740.1	2794
838	LOC_Os05g16824.3	2794
839	LOC_Os07g09530.1	2794
840	LOC_Os05g16430.1	2792
841	LOC_Os07g10630.1	2792
842	LOC_Os06g46770.3	2790
843	LOC_Os02g06640.1	2790
844	LOC_Os02g26940.1	2790
845	LOC_Os06g46770.4	2790
846	LOC_Os06g46770.5	2790
847	LOC_Os04g16830.1	2788
848	LOC_Os05g30980.1	2782
849	LOC_Os03g14980.2	2780
850	LOC_Os03g14980.1	2780
851	LOC_Os07g13540.1	2778
852	LOC_Os03g42770.1	2776
853	LOC_Os01g13730.1	2776
854	LOC_Os07g43350.1	2774
855	LOC_Os01g05960.1	2774
856	LOC_Os08g28830.1	2772
857	LOC_Os06g38730.1	2772
858	LOC_Os05g40270.7	2772
859	LOC_Os10g30590.1	2768
860	LOC_Os10g30590.2	2768
861	LOC_Os02g16660.1	2768
862	LOC_Os08g07960.2	2764
863	LOC_Os03g63260.2	2764
864	LOC_Os03g63260.3	2764
865	LOC_Os03g63260.1	2764
866	LOC_Os08g07960.1	2764
867	LOC_Os11g07180.1	2762
868	LOC_Os04g40010.1	2760
869	LOC_Os01g03370.1	2760
870	LOC_Os01g51810.1	2760
871	LOC_Os01g65650.1	2758
872	LOC_Os11g36140.1	2756
873	LOC_Os10g02990.1	2756
874	LOC_Os06g39650.1	2756
875	LOC_Os11g14050.2	2754
876	LOC_Os01g29430.2	2754
877	LOC_Os01g29430.1	2754
878	LOC_Os02g58330.1	2750
879	LOC_Os07g03000.1	2750
880	LOC_Os05g16824.2	2750
881	LOC_Os04g03180.1	2748
882	LOC_Os11g07200.1	2748
883	LOC_Os03g53510.2	2748
884	LOC_Os12g40260.1	2748
885	LOC_Os02g11060.1	2748
886	LOC_Os11g07200.2	2748
887	LOC_Os05g05860.1	2748
888	LOC_Os01g05640.1	2746
889	LOC_Os01g13140.1	2746
890	LOC_Os01g74600.1	2746
891	LOC_Os01g68524.1	2744
892	LOC_Os02g03530.1	2744
893	LOC_Os01g05870.1	2744
894	LOC_Os06g27790.1	2742
895	LOC_Os11g07060.2	2740
896	LOC_Os11g07060.5	2740
897	LOC_Os11g07060.3	2740
898	LOC_Os11g07060.4	2740
899	LOC_Os11g07060.1	2740
900	LOC_Os11g29790.1	2738
901	LOC_Os09g17630.1	2738
902	LOC_Os01g06750.1	2738
903	LOC_Os07g46730.1	2736
904	LOC_Os05g50460.1	2736
905	LOC_Os07g46730.2	2736
906	LOC_Os02g19210.2	2736
907	LOC_Os04g57670.1	2734
908	LOC_Os06g39760.1	2734
909	LOC_Os02g45054.1	2732
910	LOC_Os08g06490.2	2730
911	LOC_Os06g13140.1	2730
912	LOC_Os08g06490.1	2730
913	LOC_Os03g17250.1	2728
914	LOC_Os03g08830.1	2728
915	LOC_Os11g24840.1	2726
916	LOC_Os03g05210.1	2726
917	LOC_Os03g60930.1	2722
918	LOC_Os11g07240.1	2720
919	LOC_Os06g08660.1	2720
920	LOC_Os07g04190.1	2718
921	LOC_Os01g49910.1	2718
922	LOC_Os01g19380.1	2718
923	LOC_Os01g39600.2	2716
924	LOC_Os02g40180.1	2714
925	LOC_Os01g42260.3	2714
926	LOC_Os09g13680.1	2714
927	LOC_Os05g16824.1	2712
928	LOC_Os03g26870.1	2712
929	LOC_Os01g65840.1	2712
930	LOC_Os01g08120.1	2712
931	LOC_Os08g02440.1	2712
932	LOC_Os11g07230.3	2708
933	LOC_Os11g07230.2	2708
934	LOC_Os01g60670.1	2708
935	LOC_Os01g72930.1	2708
936	LOC_Os11g07230.1	2708
937	LOC_Os02g40240.2	2706
938	LOC_Os02g40240.1	2706
939	LOC_Os05g16824.4	2702
940	LOC_Os09g18594.1	2702
941	LOC_Os10g02500.1	2702
942	LOC_Os01g48390.1	2700
943	LOC_Os02g13410.1	2700
944	LOC_Os01g48390.2	2700
945	LOC_Os04g52590.1	2696
946	LOC_Os02g18700.1	2696
947	LOC_Os07g39910.1	2696
948	LOC_Os04g37690.1	2694
949	LOC_Os05g30980.2	2694
950	LOC_Os01g71770.1	2694
951	LOC_Os05g16740.1	2694
952	LOC_Os03g49620.8	2692
953	LOC_Os03g49620.7	2692
954	LOC_Os02g13850.1	2690
955	LOC_Os03g19980.2	2690
956	LOC_Os03g19980.1	2690
957	LOC_Os01g09384.1	2690
958	LOC_Os05g39410.1	2688
959	LOC_Os05g35310.1	2688
960	LOC_Os11g07260.1	2686
961	LOC_Os11g07100.1	2686
962	LOC_Os08g10320.3	2684
963	LOC_Os11g07270.1	2682
964	LOC_Os05g44930.1	2682
965	LOC_Os12g38880.1	2682
966	LOC_Os12g17550.1	2682
967	LOC_Os05g05320.2	2682
968	LOC_Os04g40560.1	2680
969	LOC_Os06g08710.1	2680
970	LOC_Os11g47290.1	2676
971	LOC_Os12g38460.1	2674
972	LOC_Os05g17604.1	2674
973	LOC_Os04g43130.1	2674
974	LOC_Os12g12810.1	2672
975	LOC_Os03g58120.1	2670
976	LOC_Os05g17604.6	2670
977	LOC_Os07g39090.1	2670
978	LOC_Os05g17604.5	2670
979	LOC_Os02g02490.1	2666
980	LOC_Os01g52050.1	2666
981	LOC_Os11g36180.1	2666
982	LOC_Os03g26870.2	2664
983	LOC_Os01g08190.2	2664
984	LOC_Os06g10230.1	2664
985	LOC_Os01g68490.1	2662
986	LOC_Os10g19160.1	2662
987	LOC_Os11g07100.2	2662
988	LOC_Os08g04400.1	2662
989	LOC_Os02g09130.1	2662
990	LOC_Os04g52690.1	2661
991	LOC_Os04g52690.3	2661
992	LOC_Os04g52690.2	2661
993	LOC_Os02g33860.1	2660
994	LOC_Os01g58630.1	2658
995	LOC_Os01g59890.1	2658
996	LOC_Os01g08190.1	2658
997	LOC_Os02g29110.1	2656
998	LOC_Os01g67210.1	2656
999	LOC_Os05g39410.2	2656
1000	LOC_Os08g10320.1	2656
1001	LOC_Os08g10310.2	2654
1002	LOC_Os03g32090.1	2654
1003	LOC_Os03g12730.1	2652
1004	LOC_Os01g66160.1	2650
1005	LOC_Os02g46770.1	2650
1006	LOC_Os10g34370.1	2648
1007	LOC_Os06g20354.1	2646
1008	LOC_Os02g49830.1	2646
1009	LOC_Os05g40770.2	2644
1010	LOC_Os07g22534.3	2644
1011	LOC_Os08g13990.1	2642
1012	LOC_Os01g42260.1	2642
1013	LOC_Os01g42260.2	2640
1014	LOC_Os02g34960.1	2640
1015	LOC_Os08g10310.1	2638
1016	LOC_Os12g37980.1	2638
1017	LOC_Os11g35500.1	2636
1018	LOC_Os02g57340.1	2634
1019	LOC_Os06g43680.1	2634
1020	LOC_Os11g08050.1	2632
1021	LOC_Os02g30540.1	2632
1022	LOC_Os02g43250.1	2632
1023	LOC_Os01g73950.2	2630
1024	LOC_Os06g47700.1	2630
1025	LOC_Os01g73950.1	2630
1026	LOC_Os05g24270.1	2630
1027	LOC_Os12g08140.1	2630
1028	LOC_Os05g16930.1	2630
1029	LOC_Os03g62400.1	2628
1030	LOC_Os08g10330.1	2626
1031	LOC_Os05g05490.1	2624
1032	LOC_Os06g47950.1	2624
1033	LOC_Os09g16550.1	2624
1034	LOC_Os12g43660.1	2624
1035	LOC_Os11g08980.1	2622
1036	LOC_Os06g08570.1	2622
1037	LOC_Os06g08650.1	2620
1038	LOC_Os01g53920.2	2620
1039	LOC_Os12g06070.1	2618
1040	LOC_Os02g13430.1	2616
1041	LOC_Os01g10900.2	2616
1042	LOC_Os02g36360.3	2616
1043	LOC_Os02g36360.2	2616
1044	LOC_Os02g36360.1	2616
1045	LOC_Os02g09800.1	2616
1046	LOC_Os11g36190.2	2614
1047	LOC_Os06g08690.1	2614
1048	LOC_Os11g36190.1	2614
1049	LOC_Os03g13230.1	2612
1050	LOC_Os01g42270.1	2612
1051	LOC_Os03g03990.1	2612
1052	LOC_Os11g07170.1	2606
1053	LOC_Os06g47720.1	2606
1054	LOC_Os05g17604.4	2604
1055	LOC_Os07g22534.1	2604
1056	LOC_Os03g37270.1	2604
1057	LOC_Os03g52870.1	2604
1058	LOC_Os12g10184.1	2602
1059	LOC_Os03g17780.1	2602
1060	LOC_Os02g41560.1	2602
1061	LOC_Os03g58100.1	2600
1062	LOC_Os01g27650.1	2600
1063	LOC_Os02g47180.2	2598
1064	LOC_Os10g26070.1	2598
1065	LOC_Os02g46980.1	2598
1066	LOC_Os02g13510.1	2598
1067	LOC_Os07g22534.2	2598
1068	LOC_Os07g06960.1	2598
1069	LOC_Os02g47180.1	2598
1070	LOC_Os08g38610.1	2596
1071	LOC_Os08g10290.1	2594
1072	LOC_Os11g40890.1	2594
1073	LOC_Os08g10150.1	2594
1074	LOC_Os07g15570.1	2592
1075	LOC_Os01g10900.1	2592
1076	LOC_Os03g42710.1	2590
1077	LOC_Os07g46770.1	2588
1078	LOC_Os03g11700.1	2588
1079	LOC_Os06g41040.1	2586
1080	LOC_Os06g12510.1	2586
1081	LOC_Os02g05980.1	2586
1082	LOC_Os06g36270.4	2584
1083	LOC_Os06g36270.1	2584
1084	LOC_Os07g07080.1	2584
1085	LOC_Os06g36270.3	2584
1086	LOC_Os06g36270.2	2584
1087	LOC_Os06g36270.5	2584
1088	LOC_Os06g47750.1	2582
1089	LOC_Os01g61990.1	2580
1090	LOC_Os11g47210.1	2580
1091	LOC_Os12g05394.1	2580
1092	LOC_Os04g51110.2	2578
1093	LOC_Os11g07160.1	2576
1094	LOC_Os01g66820.1	2574
1095	LOC_Os08g09100.1	2574
1096	LOC_Os04g41120.1	2574
1097	LOC_Os06g40960.1	2572
1098	LOC_Os01g28680.7	2570
1099	LOC_Os01g28680.13	2570
1100	LOC_Os08g39390.1	2570
1101	LOC_Os08g39130.1	2570
1102	LOC_Os09g28810.1	2570
1103	LOC_Os05g05210.2	2568
1104	LOC_Os05g05210.1	2568
1105	LOC_Os11g24750.1	2568
1106	LOC_Os04g53440.2	2566
1107	LOC_Os03g03150.1	2564
1108	LOC_Os03g03150.2	2564
1109	LOC_Os02g12910.1	2564
1110	LOC_Os07g42380.1	2562
1111	LOC_Os05g36350.1	2562
1112	LOC_Os02g35950.1	2560
1113	LOC_Os08g33700.1	2560
1114	LOC_Os04g15600.1	2558
1115	LOC_Os01g62910.1	2558
1116	LOC_Os02g56880.1	2556
1117	LOC_Os01g28680.8	2556
1118	LOC_Os01g28680.9	2556
1119	LOC_Os05g45760.1	2554
1120	LOC_Os05g23320.1	2554
1121	LOC_Os05g23320.2	2554
1122	LOC_Os08g14990.1	2554
1123	LOC_Os01g51790.1	2554
1124	LOC_Os01g39600.1	2552
1125	LOC_Os06g11300.1	2552
1126	LOC_Os10g34720.1	2552
1127	LOC_Os02g45480.4	2550
1128	LOC_Os11g17530.2	2550
1129	LOC_Os02g40750.1	2550
1130	LOC_Os11g17530.1	2550
1131	LOC_Os02g05940.1	2546
1132	LOC_Os07g03160.1	2544
1133	LOC_Os08g38880.5	2544
1134	LOC_Os10g37730.2	2544
1135	LOC_Os08g38880.4	2544
1136	LOC_Os05g01370.1	2542
1137	LOC_Os01g61990.2	2542
1138	LOC_Os01g53610.1	2542
1139	LOC_Os06g11304.1	2542
1140	LOC_Os02g07960.2	2540
1141	LOC_Os06g49185.1	2540
1142	LOC_Os03g60690.1	2538
1143	LOC_Os04g02850.1	2534
1144	LOC_Os08g16460.1	2534
1145	LOC_Os05g17604.3	2532
1146	LOC_Os03g17180.1	2530
1147	LOC_Os01g74470.1	2530
1148	LOC_Os07g44299.1	2530
1149	LOC_Os07g35610.1	2529
1150	LOC_Os03g07800.1	2528
1151	LOC_Os04g22470.1	2526
1152	LOC_Os12g43640.1	2526
1153	LOC_Os03g62230.1	2526
1154	LOC_Os08g38880.6	2524
1155	LOC_Os11g43934.2	2524
1156	LOC_Os01g50100.1	2522
1157	LOC_Os02g18820.1	2522
1158	LOC_Os02g18820.2	2522
1159	LOC_Os09g06560.1	2522
1160	LOC_Os12g43940.1	2522
1161	LOC_Os05g44770.1	2520
1162	LOC_Os05g06150.1	2520
1163	LOC_Os02g40200.1	2520
1164	LOC_Os07g01710.1	2518
1165	LOC_Os09g16000.1	2516
1166	LOC_Os05g40270.9	2516
1167	LOC_Os05g44990.1	2516
1168	LOC_Os08g14950.1	2516
1169	LOC_Os01g33110.1	2516
1170	LOC_Os07g41140.1	2514
1171	LOC_Os04g52614.1	2514
1172	LOC_Os06g47740.1	2514
1173	LOC_Os05g35410.1	2514
1174	LOC_Os01g28680.2	2512
1175	LOC_Os03g60200.1	2510
1176	LOC_Os08g34380.1	2510
1177	LOC_Os01g53920.1	2510
1178	LOC_Os05g05320.1	2510
1179	LOC_Os08g40020.1	2508
1180	LOC_Os08g38880.2	2508
1181	LOC_Os08g38880.1	2508
1182	LOC_Os09g38340.2	2506
1183	LOC_Os09g38340.3	2506
1184	LOC_Os09g38340.1	2506
1185	LOC_Os11g43934.1	2504
1186	LOC_Os05g46570.1	2504
1187	LOC_Os10g21800.1	2504
1188	LOC_Os04g52600.1	2504
1189	LOC_Os11g10740.1	2500
1190	LOC_Os04g57940.1	2500
1191	LOC_Os09g34280.2	2498
1192	LOC_Os02g14120.1	2498
1193	LOC_Os03g08550.2	2498
1194	LOC_Os04g52630.1	2498
1195	LOC_Os01g07630.1	2498
1196	LOC_Os09g34280.1	2498
1197	LOC_Os09g34280.3	2498
1198	LOC_Os09g34280.4	2498
1199	LOC_Os11g27240.1	2496
1200	LOC_Os08g40880.1	2496
1201	LOC_Os02g41890.1	2494
1202	LOC_Os12g35710.1	2492
1203	LOC_Os12g30720.1	2490
1204	LOC_Os11g42070.1	2490
1205	LOC_Os07g07620.1	2490
1206	LOC_Os05g37190.1	2490
1207	LOC_Os11g42070.2	2490
1208	LOC_Os01g69970.1	2490
1209	LOC_Os08g10300.1	2488
1210	LOC_Os05g49740.1	2488
1211	LOC_Os04g15650.1	2486
1212	LOC_Os11g24670.1	2484
1213	LOC_Os10g39460.1	2480
1214	LOC_Os05g17050.1	2480
1215	LOC_Os10g39460.2	2480
1216	LOC_Os02g05970.1	2480
1217	LOC_Os09g24240.1	2478
1218	LOC_Os12g38960.1	2478
1219	LOC_Os11g14050.1	2474
1220	LOC_Os07g02280.1	2472
1221	LOC_Os01g74146.1	2472
1222	LOC_Os05g17810.1	2472
1223	LOC_Os11g01620.2	2472
1224	LOC_Os01g49920.1	2470
1225	LOC_Os02g05930.1	2470
1226	LOC_Os02g05950.1	2468
1227	LOC_Os02g45480.1	2468
1228	LOC_Os03g49930.1	2468
1229	LOC_Os01g06820.1	2468
1230	LOC_Os03g38580.1	2466
1231	LOC_Os03g08680.2	2466
1232	LOC_Os02g58300.1	2466
1233	LOC_Os07g46820.3	2466
1234	LOC_Os05g33710.1	2462
1235	LOC_Os11g07140.1	2460
1236	LOC_Os12g30760.1	2460
1237	LOC_Os02g29130.2	2460
1238	LOC_Os03g63560.1	2458
1239	LOC_Os11g39310.1	2458
1240	LOC_Os03g54900.1	2456
1241	LOC_Os02g29130.1	2456
1242	LOC_Os03g54900.2	2456
1243	LOC_Os11g20360.1	2454
1244	LOC_Os06g04370.1	2454
1245	LOC_Os05g17604.2	2454
1246	LOC_Os01g72990.2	2454
1247	LOC_Os01g72990.1	2454
1248	LOC_Os02g05910.1	2454
1249	LOC_Os04g38480.2	2454
1250	LOC_Os03g08680.1	2452
1251	LOC_Os09g36900.1	2452
1252	LOC_Os03g52475.1	2452
1253	LOC_Os06g16330.1	2450
1254	LOC_Os06g47920.1	2450
1255	LOC_Os01g68610.1	2450
1256	LOC_Os04g57630.1	2448
1257	LOC_Os02g05960.1	2446
1258	LOC_Os08g14940.1	2446
1259	LOC_Os03g48880.1	2444
1260	LOC_Os12g13110.1	2444
1261	LOC_Os04g38480.1	2444
1262	LOC_Os02g45480.2	2442
1263	LOC_Os01g63980.1	2440
1264	LOC_Os11g01200.2	2436
1265	LOC_Os06g12120.1	2436
1266	LOC_Os11g01200.1	2436
1267	LOC_Os02g05920.1	2436
1268	LOC_Os07g47370.1	2434
1269	LOC_Os04g58180.1	2434
1270	LOC_Os03g10900.1	2433
1271	LOC_Os12g01200.3	2432
1272	LOC_Os03g01410.1	2432
1273	LOC_Os12g01200.2	2432
1274	LOC_Os12g01200.1	2432
1275	LOC_Os07g17230.1	2432
1276	LOC_Os03g49200.1	2430
1277	LOC_Os05g40270.6	2428
1278	LOC_Os07g33670.1	2428
1279	LOC_Os05g34570.1	2428
1280	LOC_Os08g07760.1	2428
1281	LOC_Os06g13120.1	2428
1282	LOC_Os07g37810.1	2428
1283	LOC_Os04g01990.1	2426
1284	LOC_Os07g39960.1	2426
1285	LOC_Os07g37810.2	2426
1286	LOC_Os10g32770.1	2424
1287	LOC_Os10g32770.3	2424
1288	LOC_Os10g32770.2	2424
1289	LOC_Os06g40860.1	2422
1290	LOC_Os06g45020.1	2418
1291	LOC_Os11g07250.1	2414
1292	LOC_Os08g04270.2	2414
1293	LOC_Os08g04270.1	2414
1294	LOC_Os08g04270.3	2414
1295	LOC_Os11g47310.1	2412
1296	LOC_Os11g39370.1	2410
1297	LOC_Os02g42590.2	2410
1298	LOC_Os12g01200.4	2410
1299	LOC_Os03g18630.1	2408
1300	LOC_Os04g53620.1	2406
1301	LOC_Os10g06130.3	2406
1302	LOC_Os10g06130.5	2406
1303	LOC_Os01g28680.4	2406
1304	LOC_Os10g06130.4	2406
1305	LOC_Os08g02040.1	2406
1306	LOC_Os05g40270.8	2404
1307	LOC_Os07g05560.1	2404
1308	LOC_Os04g53620.2	2402
1309	LOC_Os04g33840.1	2400
1310	LOC_Os11g39370.2	2400
1311	LOC_Os10g06130.1	2396
1312	LOC_Os10g06130.2	2396
1313	LOC_Os09g39180.1	2396
1314	LOC_Os12g37580.1	2394
1315	LOC_Os11g14430.2	2392
1316	LOC_Os05g42424.1	2392
1317	LOC_Os08g31560.1	2392
1318	LOC_Os01g36540.1	2392
1319	LOC_Os02g06640.3	2392
1320	LOC_Os06g36650.1	2388
1321	LOC_Os01g74550.1	2388
1322	LOC_Os02g06880.1	2388
1323	LOC_Os01g06680.1	2388
1324	LOC_Os03g49200.2	2384
1325	LOC_Os03g13400.1	2382
1326	LOC_Os05g01444.1	2382
1327	LOC_Os09g06680.1	2382
1328	LOC_Os05g10730.3	2382
1329	LOC_Os02g38970.1	2382
1330	LOC_Os03g54770.1	2382
1331	LOC_Os01g60060.1	2382
1332	LOC_Os02g38970.2	2382
1333	LOC_Os05g40270.5	2380
1334	LOC_Os05g40270.4	2380
1335	LOC_Os05g40270.2	2380
1336	LOC_Os05g40270.3	2380
1337	LOC_Os05g40270.1	2380
1338	LOC_Os09g20970.1	2378
1339	LOC_Os09g24640.1	2372
1340	LOC_Os11g14430.1	2370
1341	LOC_Os03g17240.1	2368
1342	LOC_Os06g40200.2	2366
1343	LOC_Os11g14260.1	2366
1344	LOC_Os06g40200.1	2366
1345	LOC_Os09g10760.1	2364
1346	LOC_Os09g15850.1	2364
1347	LOC_Os03g54770.2	2364
1348	LOC_Os06g43170.1	2362
1349	LOC_Os05g32660.1	2362
1350	LOC_Os01g09370.1	2360
1351	LOC_Os11g40810.1	2360
1352	LOC_Os02g18670.1	2358
1353	LOC_Os03g54770.3	2358
1354	LOC_Os02g07070.2	2358
1355	LOC_Os11g44930.1	2358
1356	LOC_Os04g39650.1	2358
1357	LOC_Os07g43810.1	2354
1358	LOC_Os03g08380.1	2352
1359	LOC_Os06g47650.1	2352
1360	LOC_Os04g48010.1	2352
1361	LOC_Os04g48010.2	2352
1362	LOC_Os12g06650.1	2348
1363	LOC_Os05g47500.1	2348
1364	LOC_Os03g13830.1	2348
1365	LOC_Os03g43470.1	2346
1366	LOC_Os08g42610.1	2346
1367	LOC_Os11g29360.1	2344
1368	LOC_Os03g16010.1	2344
1369	LOC_Os07g40930.1	2342
1370	LOC_Os05g49590.2	2342
1371	LOC_Os05g49590.1	2342
1372	LOC_Os11g08400.1	2342
1373	LOC_Os02g07070.3	2338
1374	LOC_Os02g07960.3	2338
1375	LOC_Os02g07960.4	2338
1376	LOC_Os06g36320.1	2334
1377	LOC_Os01g28680.3	2334
1378	LOC_Os01g28680.12	2334
1379	LOC_Os01g28680.1	2334
1380	LOC_Os04g51110.1	2332
1381	LOC_Os03g53170.1	2332
1382	LOC_Os08g39590.1	2330
1383	LOC_Os02g07070.1	2328
1384	LOC_Os09g38700.1	2328
1385	LOC_Os05g24890.1	2326
1386	LOC_Os09g28470.1	2322
1387	LOC_Os01g46230.1	2322
1388	LOC_Os06g38970.1	2322
1389	LOC_Os12g01850.1	2322
1390	LOC_Os06g07130.1	2320
1391	LOC_Os03g02762.1	2320
1392	LOC_Os03g25960.1	2318
1393	LOC_Os09g12710.1	2318
1394	LOC_Os01g67580.1	2318
1395	LOC_Os01g50080.1	2318
1396	LOC_Os01g28680.5	2318
1397	LOC_Os01g66760.1	2318
1398	LOC_Os01g56860.1	2316
1399	LOC_Os12g44090.1	2316
1400	LOC_Os11g14980.1	2314
1401	LOC_Os03g07330.1	2314
1402	LOC_Os11g07120.2	2312
1403	LOC_Os11g07120.1	2312
1404	LOC_Os06g48660.1	2312
1405	LOC_Os02g21750.1	2312
1406	LOC_Os07g07230.2	2310
1407	LOC_Os07g07230.1	2310
1408	LOC_Os10g32710.3	2304
1409	LOC_Os10g32710.2	2304
1410	LOC_Os04g41370.1	2304
1411	LOC_Os10g32710.1	2304
1412	LOC_Os05g40770.1	2302
1413	LOC_Os02g18320.1	2300
1414	LOC_Os01g15020.1	2300
1415	LOC_Os01g15020.2	2298
1416	LOC_Os04g41030.1	2296
1417	LOC_Os11g20360.2	2296
1418	LOC_Os02g34750.2	2296
1419	LOC_Os01g35030.1	2296
1420	LOC_Os09g18594.2	2296
1421	LOC_Os07g03240.1	2296
1422	LOC_Os07g20420.1	2296
1423	LOC_Os02g34750.1	2296
1424	LOC_Os12g07280.1	2296
1425	LOC_Os03g63510.1	2294
1426	LOC_Os03g08610.2	2292
1427	LOC_Os03g49620.3	2290
1428	LOC_Os05g01430.1	2290
1429	LOC_Os03g57780.1	2290
1430	LOC_Os03g49620.5	2290
1431	LOC_Os03g49620.4	2290
1432	LOC_Os03g49620.2	2290
1433	LOC_Os07g38070.1	2288
1434	LOC_Os06g42800.1	2288
1435	LOC_Os05g24150.1	2286
1436	LOC_Os02g50270.1	2286
1437	LOC_Os04g45170.1	2286
1438	LOC_Os03g03570.2	2284
1439	LOC_Os04g44030.1	2284
1440	LOC_Os04g50110.1	2282
1441	LOC_Os08g05690.1	2280
1442	LOC_Os11g01836.1	2276
1443	LOC_Os02g48964.1	2274
1444	LOC_Os05g34270.1	2274
1445	LOC_Os11g14420.1	2274
1446	LOC_Os12g13300.1	2272
1447	LOC_Os02g10110.1	2272
1448	LOC_Os02g53140.1	2270
1449	LOC_Os09g26190.1	2270
1450	LOC_Os02g12440.1	2270
1451	LOC_Os12g10740.1	2270
1452	LOC_Os08g06500.1	2270
1453	LOC_Os01g04990.1	2268
1454	LOC_Os04g58700.1	2266
1455	LOC_Os07g36450.1	2266
1456	LOC_Os02g02424.2	2266
1457	LOC_Os02g02424.3	2266
1458	LOC_Os04g49900.1	2264
1459	LOC_Os05g01380.1	2262
1460	LOC_Os01g56110.1	2262
1461	LOC_Os06g04040.3	2262
1462	LOC_Os12g07874.1	2262
1463	LOC_Os03g18550.2	2260
1464	LOC_Os01g52550.1	2260
1465	LOC_Os02g06150.1	2258
1466	LOC_Os07g15640.1	2258
1467	LOC_Os04g44700.1	2258
1468	LOC_Os01g33260.1	2258
1469	LOC_Os10g18990.1	2258
1470	LOC_Os06g06440.1	2254
1471	LOC_Os02g17730.1	2254
1472	LOC_Os02g32690.2	2252
1473	LOC_Os01g55960.1	2252
1474	LOC_Os04g40570.1	2252
1475	LOC_Os02g10740.1	2252
1476	LOC_Os03g12250.1	2250
1477	LOC_Os03g25380.1	2248
1478	LOC_Os02g46680.1	2248
1479	LOC_Os09g02250.2	2248
1480	LOC_Os01g06870.1	2246
1481	LOC_Os07g10400.1	2246
1482	LOC_Os09g02250.1	2246
1483	LOC_Os01g40680.1	2246
1484	LOC_Os04g41490.1	2246
1485	LOC_Os08g44290.1	2238
1486	LOC_Os05g44960.1	2238
1487	LOC_Os01g70800.1	2238
1488	LOC_Os07g06450.1	2236
1489	LOC_Os05g51070.1	2236
1490	LOC_Os11g26130.1	2234
1491	LOC_Os04g37630.1	2234
1492	LOC_Os03g43890.1	2232
1493	LOC_Os03g47720.1	2232
1494	LOC_Os01g74640.3	2232
1495	LOC_Os01g18670.1	2228
1496	LOC_Os11g36410.1	2228
1497	LOC_Os01g42294.1	2226
1498	LOC_Os03g21230.1	2226
1499	LOC_Os01g25386.1	2224
1500	LOC_Os05g47490.1	2224
1501	LOC_Os07g14100.1	2220
1502	LOC_Os08g38410.1	2220
1503	LOC_Os01g68070.1	2218
1504	LOC_Os01g71106.2	2218
1505	LOC_Os09g16380.1	2214
1506	LOC_Os02g03420.1	2214
1507	LOC_Os11g07480.1	2212
1508	LOC_Os04g52900.2	2210
1509	LOC_Os05g29860.3	2208
1510	LOC_Os08g44510.1	2208
1511	LOC_Os04g38570.2	2208
1512	LOC_Os11g03690.1	2206
1513	LOC_Os05g07900.2	2202
1514	LOC_Os08g45030.1	2202
1515	LOC_Os05g07900.1	2202
1516	LOC_Os07g42640.2	2198
1517	LOC_Os10g39760.1	2196
1518	LOC_Os04g08290.1	2196
1519	LOC_Os04g38910.1	2194
1520	LOC_Os10g05570.1	2194
1521	LOC_Os01g07870.1	2194
1522	LOC_Os02g09740.2	2194
1523	LOC_Os01g42380.1	2194
